	n_i	n_T.te	n_T.peak	expected	fc.expected	comparison	padj.final	significance
IAPLTR2_Mm|IAPEz-int|IAPEz-int|IAPEz-int|RLTR27|RLTR27|IAPEz-int|IAPLTR2_Mm	0	9	4692	0.04	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|IAPLTR2_Mm|IAPEz-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
IAPLTR2a|IAPEz-int|IAPEz-int|IAPEz-int|IAPEz-int|IAPEz-int|IAPEz-int|IAPLTR2a	0	1	4692	0.01	1.0	peak_in_te	1	n.s
IAPLTR2a|IAPEz-int|IAPEz-int|IAPEz-int|IAPEz-int|IAPEz-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
IAPLTR2a|IAPEz-int|IAPEz-int|IAPEz-int|IAPEz-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
IAPLTR2a|IAPEz-int|IAPEz-int|IAPEz-int	0	2	4692	0.0	1.0	peak_in_te	1	n.s
IAPLTR2a|IAPEz-int|IAPEz-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
IAPLTR2a|IAPEz-int	0	3	4692	0.01	1.0	peak_in_te	1	n.s
IAPLTR2a|IAPA_MM-int|IAPA_MM-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
IAPLTR2a|IAPA_MM-int	0	11	4692	0.01	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|RLTR27|RLTR27|RLTR27|RLTR27|IAPEz-int|IAPEz-int|IAPEz-int|IAPLTR2_Mm	0	1	4692	0.0	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|RLTR27|RLTR27|RLTR27|IAPEz-int|IAPEz-int|IAPEz-int|IAPLTR2_Mm	0	1	4692	0.0	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|IAPLTR2b	0	1	4692	0.0	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|IAPLTR2a|IAPEz-int|RLTR27|RLTR27|IAPEz-int|IAPEz-int|IAPEz-int|IAPLTR2a	0	1	4692	0.0	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|IAPLTR2_Mm|IAPLTR2_Mm	0	1	4692	0.0	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|IAPLTR2_Mm|IAPEz-int|IAPEz-int|IAPLTR2_Mm|IAPLTR2_Mm	0	1	4692	0.01	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|IAPLTR2_Mm|IAPEz-int|IAPEz-int|IAPEz-int|RLTR27|IAPEz-int|IAPLTR2_Mm	0	1	4692	0.0	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|IAPLTR2_Mm|IAPEz-int|IAPEz-int|IAPEz-int|IAPLTR2_Mm|IAPLTR2_Mm	0	1	4692	0.0	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|IAPLTR2_Mm|IAPEz-int|IAPEz-int|IAPEz-int|IAPEz-int|IAPEz-int|IAPLTR2_Mm|IAPLTR2_Mm	0	1	4692	0.01	1.0	peak_in_te	1	n.s
IAPLTR2a|IAPEz-int|IAPEz-int|IAPEz-int|IAPEz-int|IAPEz-int|IAPLTR2_Mm	0	1	4692	0.01	1.0	peak_in_te	1	n.s
IAPLTR2a|IAPEz-int|IAPEz-int|IAPEz-int|IAPEz-int|IAPEz-int|IAPLTR2a	0	5	4692	0.04	1.0	peak_in_te	1	n.s
IAPLTR2a|IAPEz-int|IAPEz-int|IAPEz-int|IAPEz-int|IAPEz-int|RLTR27|IAPEz-int|IAPLTR2b	0	1	4692	0.0	1.0	peak_in_te	1	n.s
IAPLTR2a|IAPEz-int|IAPEz-int|IAPEz-int|RLTR27|IAPEz-int|RLTR27|IAPEz-int|IAPEz-int|IAPLTR2a	0	2	4692	0.01	1.0	peak_in_te	1	n.s
IAPLTR2a|IAPEz-int|IAPEz-int|IAPEz-int|RLTR27|RLTR27|IAPEz-int|IAPLTR2a	0	3	4692	0.01	1.0	peak_in_te	1	n.s
IAPLTR2a|IAPEz-int|IAPEz-int|IAPEz-int|RLTR27|RLTR27|IAPEz-int|IAPLTR2_Mm	0	1	4692	0.0	1.0	peak_in_te	1	n.s
IAPLTR2a|IAPEz-int|IAPEz-int|IAPEz-int|RLTR27|RLTR27|IAPEz-int|IAPEz-int|IAPLTR2a	0	1	4692	0.0	1.0	peak_in_te	1	n.s
IAPLTR2a|IAPEz-int|IAPEz-int|IAPEz-int|RLTR27|RLTR27|IAPEz-int|IAPEz-int|IAPLTR2_Mm	0	1	4692	0.0	1.0	peak_in_te	1	n.s
IAPLTR2a|IAPEz-int|IAPEz-int|IAPEz-int|RLTR27|IAPLTR1_Mm|IAPEz-int|IAPLTR1_Mm|IAPEz-int|IAPLTR2a	0	1	4692	0.02	1.0	peak_in_te	1	n.s
IAPLTR2a|IAPEz-int|IAPEz-int|IAPEz-int|RLTR27|IAPEz-int|RLTR27|IAPEz-int|RLTR27|IAPEz-int|IAPLTR2a	0	1	4692	0.0	1.0	peak_in_te	1	n.s
IAPLTR2a|IAPEz-int|IAPEz-int|IAPEz-int|RLTR27|IAPEz-int|RLTR27|IAPEz-int|IAPLTR2a	0	2	4692	0.01	1.0	peak_in_te	1	n.s
IAPLTR2a|IAPEz-int|IAPEz-int|IAPEz-int|RLTR27|IAPEz-int|IAPLTR2a|IAPLTR2_Mm	0	1	4692	0.0	1.0	peak_in_te	1	n.s
IAPLTR2a|IAPEz-int|IAPEz-int|IAPEz-int|IAPEz-int|IAPLTR2_Mm	0	2	4692	0.01	1.0	peak_in_te	1	n.s
IAPLTR2a|IAPEz-int|IAPEz-int|IAPEz-int|RLTR27|IAPEz-int|IAPLTR2a|IAPEz-int|IAPEz-int	0	1	4692	0.01	1.0	peak_in_te	1	n.s
IAPLTR2a|IAPEz-int|IAPEz-int|IAPEz-int|RLTR27|IAPEz-int|IAPEz-int|IAPLTR2a	0	3	4692	0.01	1.0	peak_in_te	1	n.s
IAPLTR2a|IAPEz-int|IAPEz-int|IAPEz-int|IAPLTR2a|IAPEz-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
IAPLTR2a|IAPEz-int|IAPEz-int|IAPEz-int|IAPLTR2_Mm	0	1	4692	0.0	1.0	peak_in_te	1	n.s
IAPLTR2a|IAPEz-int|IAPEz-int|IAPEz-int|IAPEz-int|RLTR27|RLTR27|IAPEz-int|IAPLTR2a	0	2	4692	0.01	1.0	peak_in_te	1	n.s
IAPLTR2a|IAPEz-int|IAPEz-int|IAPEz-int|IAPEz-int|RLTR27|IAPEz-int|IAPLTR2a	0	3	4692	0.01	1.0	peak_in_te	1	n.s
IAPLTR2a|IAPEz-int|IAPEz-int|IAPEz-int|IAPEz-int|RLTR27|IAPEz-int|IAPLTR2_Mm	0	1	4692	0.0	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|IAPLTR2_Mm|IAPEz-int|IAPEz-int|IAPEz-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|IAPLTR2_Mm	0	13	4692	0.01	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|IAPEz-int|IAPEz-int|IAPEz-int|RLTR27|RLTR27|IAPEz-int|IAPLTR2_Mm|IAPEz-int|IAPEz-int|RLTR27|RLTR27|IAPEz-int|IAPLTR2_Mm|IAPEz-int|IAPEz-int|IAPEz-int|RLTR27|RLTR27|IAPEz-int|IAPLTR2_Mm	0	1	4692	0.01	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|IAPLTR1_Mm|IAPEz-int|IAPEz-int|IAPLTR1_Mm	0	1	4692	0.01	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|IAPEz-int|IAPEz-int|RLTR27|RLTR27|RLTR27|IAPEz-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|IAPEz-int|IAPEz-int|RLTR27|RLTR27|IAPEz-int|IAPEz-int|IAPEz-int|IAPLTR2a	0	1	4692	0.0	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|IAPEz-int|IAPEz-int|RLTR27|RLTR27|IAPEz-int|IAPEz-int|IAPEz-int|IAPLTR2_Mm	0	4	4692	0.02	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|IAPEz-int|IAPEz-int|RLTR27|RLTR27|IAPEz-int|IAPEz-int|IAPEz-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|IAPEz-int|IAPEz-int|RLTR27|IAPEz-int|RLTR27|IAPEz-int|IAPLTR2_Mm	0	1	4692	0.0	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|IAPEz-int|IAPEz-int|RLTR27|IAPEz-int|RLTR27|IAPEz-int|IAPEz-int|IAPEz-int|IAPLTR2_Mm	0	2	4692	0.01	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|IAPEz-int|IAPEz-int|RLTR27|IAPEz-int|IAPLTR2a	0	1	4692	0.0	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|IAPEz-int|IAPEz-int|RLTR27|IAPEz-int|IAPLTR2_Mm	0	1	4692	0.0	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|IAPEz-int|IAPEz-int|RLTR27|IAPEz-int|IAPEz-int|IAPEz-int|IAPLTR2_Mm	0	9	4692	0.04	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|IAPEz-int|IAPEz-int|RLTR27|IAPEz-int|IAPEz-int|IAPEz-int|IAPEz-int|IAPLTR2_Mm	0	1	4692	0.01	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|IAPEz-int|IAPEz-int|RLTR27|IAPEz-int|IAPEz-int|IAPEz-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|IAPEz-int|IAPEz-int|RLTR27|IAPEz-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|IAPEz-int|IAPEz-int|IAPLTR2b	0	2	4692	0.01	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|IAPEz-int|IAPEz-int|IAPLTR2a	0	1	4692	0.0	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|IAPEz-int|IAPEz-int|IAPLTR2_Mm|IAPLTR2_Mm	0	1	4692	0.01	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|IAPEz-int|IAPEz-int|IAPEz-int|RLTR27|RLTR27|RLTR27|IAPEz-int|IAPLTR2_Mm	0	2	4692	0.01	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|IAPEz-int|IAPEz-int|IAPEz-int|RLTR27|RLTR27|RLTR27|IAPEz-int|IAPEz-int|IAPLTR2_Mm	0	1	4692	0.0	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|IAPEz-int|IAPEz-int|RLTR27|RLTR27|RLTR27|IAPEz-int|IAPEz-int|IAPEz-int|IAPLTR2_Mm	0	1	4692	0.0	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|IAPEz-int|IAPEz-int|RLTR27|RLTR27|RLTR27|RLTR27|IAPEz-int|IAPEz-int|IAPEz-int|IAPLTR2a	0	1	4692	0.0	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|IAPEz-int|IAPLTR2a	0	1	4692	0.01	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|IAPEz-int|RLTR27|IAPEz-int|RLTR27|RLTR27|IAPEz-int|IAPEz-int|IAPEz-int|IAPLTR2_Mm	0	2	4692	0.01	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|IAPLTR1_Mm|IAPA_MM-int|IAPA_MM-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|IAPLTR1_Mm	0	1	4692	0.0	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|IAPEz-int|RLTR27|RLTR27|RLTR27|IAPEz-int|IAPEz-int|IAPEz-int|IAPLTR2_Mm	0	1	4692	0.0	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|IAPEz-int|RLTR27|RLTR27|IAPEz-int|IAPEz-int|IAPEz-int|IAPLTR2b	0	1	4692	0.0	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|IAPEz-int|RLTR27|RLTR27|IAPEz-int|IAPEz-int|IAPEz-int|IAPLTR2a	0	1	4692	0.0	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|IAPEz-int|RLTR27|RLTR27|IAPEz-int|IAPEz-int|IAPEz-int|IAPLTR2_Mm|IAPLTR2_Mm	0	1	4692	0.0	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|IAPEz-int|RLTR27|RLTR27|IAPEz-int|IAPEz-int|IAPEz-int	0	3	4692	0.01	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|IAPEz-int|RLTR27|IAPEz-int|RLTR27|IAPEz-int|IAPEz-int|IAPEz-int|IAPLTR2_Mm	0	4	4692	0.02	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|IAPEz-int|RLTR27|IAPEz-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|IAPEz-int|RLTR27|IAPEz-int|RLTR27|IAPEz-int|IAPEz-int|IAPEz-int|IAPEz-int|IAPLTR2_Mm	0	1	4692	0.0	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|IAPEz-int|RLTR27|IAPEz-int|RLTR27|IAPEz-int|IAPEz-int|IAPEz-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|IAPEz-int|RLTR27|IAPEz-int|IAPEz-int|IAPLTR2_Mm	0	2	4692	0.01	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|IAPEz-int|RLTR27|IAPEz-int|IAPEz-int|IAPEz-int|IAPLTR2_Mm|IAPEz-int|RLTR27|IAPEz-int|IAPEz-int|IAPEz-int|IAPLTR2_Mm	0	1	4692	0.01	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|IAPEz-int|RLTR27|IAPEz-int|IAPEz-int|IAPEz-int|IAPEz-int|IAPLTR2a	0	2	4692	0.01	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|IAPEz-int|RLTR27|IAPEz-int|IAPEz-int|IAPEz-int	0	3	4692	0.01	1.0	peak_in_te	1	n.s
IAPLTR2_Mm|IAPEz-int|RLTR27|IAPEz-int|IAPEz-int	0	2	4692	0.01	1.0	peak_in_te	1	n.s
LTR64	0	8	4692	0.01	1.0	te_in_peak	1	n.s
LTR75B	0	49	4692	0.04	1.0	te_in_peak	1	n.s
LTR75B|LTR75B	0	5	4692	0.0	1.0	te_in_peak	1	n.s
MERV1_I-int|MERV1_I-int|MERV1_I-int|MERV1_I-int|RLTR41A2	0	2	4692	0.01	1.0	peak_in_te	1	n.s
MERV1_I-int|MERV1_I-int|MERV1_I-int|MERV1_I-int|MERV1_LTR	0	2	4692	0.01	1.0	peak_in_te	1	n.s
MERV1_I-int|MERV1_I-int|MERV1_I-int|MERV1_I-int|MERV1_I-int|MERV1_LTR	0	2	4692	0.02	1.0	peak_in_te	1	n.s
MERV1_I-int|MERV1_I-int|MERV1_I-int|MERV1_I-int|MERV1_I-int|MERV1_I-int	0	2	4692	0.0	1.0	peak_in_te	1	n.s
MERV1_I-int|MERV1_I-int|MERV1_I-int|MERV1_I-int|MERV1_I-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MERV1_I-int|MERV1_I-int|MERV1_I-int|MERV1_I-int	0	9	4692	0.04	1.0	peak_in_te	1	n.s
MER97d	0	31	4692	0.03	1.0	te_in_peak	1	n.s
MER97b	0	53	4692	0.05	1.0	te_in_peak	1	n.s
MER97a	0	53	4692	0.05	1.0	te_in_peak	1	n.s
MER95	0	53	4692	0.05	1.0	te_in_peak	1	n.s
MER92A	0	36	4692	0.03	1.0	te_in_peak	1	n.s
MER89|MER89|MER89-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MER89|MER89|MER89	0	5	4692	0.0	1.0	peak_in_te	1	n.s
MER89|MER89-int|MER89-int|MER89-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MER89|MER89-int	0	2	4692	0.0	1.0	peak_in_te	1	n.s
MER89|MER89	0	63	4692	0.05	1.0	te_in_peak	1	n.s
MER89-int|MER89-int|MER89-int|MER89-int|MER89-int|MER89	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MER89-int|MER89-int|MER89-int|MER89	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MERV1_I-int|MERV1_I-int|MERV1_I-int|MERV1_I-int|RLTR41	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MERV1_I-int|MERV1_I-int|MERV1_I-int|MERV1_LTR	0	9	4692	0.04	1.0	peak_in_te	1	n.s
MER68|MER68-int	0	2	4692	0.0	1.0	te_in_peak	1	n.s
MERV1_I-int|MERV1_I-int|MERV1_I-int|RLTR41	0	5	4692	0.02	1.0	peak_in_te	1	n.s
MERV1_LTR|MERV1_I-int|MERV1_I-int|MERV1_I-int|MERV1_I-int|MERV1_LTR	0	4	4692	0.03	1.0	peak_in_te	1	n.s
MERV1_LTR|MERV1_I-int|MERV1_I-int|MERV1_I-int|MERV1_I-int|MERV1_I-int|MERV1_LTR	0	4	4692	0.03	1.0	peak_in_te	1	n.s
MERV1_LTR|MERV1_I-int|MERV1_I-int|MERV1_I-int|MERV1_I-int|MERV1_I-int|MERV1_I-int|MERV1_LTR	0	1	4692	0.01	1.0	peak_in_te	1	n.s
MERV1_LTR|MERV1_I-int|MERV1_I-int|MERV1_I-int|MERV1_I-int	0	3	4692	0.02	1.0	peak_in_te	1	n.s
MERV1_LTR|MERV1_I-int|MERV1_I-int|MERV1_I-int	0	8	4692	0.04	1.0	peak_in_te	1	n.s
MERV1_I-int|RLTR47_MM	0	8	4692	0.01	1.0	peak_in_te	1	n.s
MERV1_I-int|RLTR41|RLTR41	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MERV1_I-int|RLTR41|MERV1_I-int|MERV1_I-int|MERV1_I-int|MERV1_I-int|MERV1_I-int	0	1	4692	0.01	1.0	peak_in_te	1	n.s
MERV1_I-int|RLTR41A2	0	4	4692	0.01	1.0	peak_in_te	1	n.s
MERV1_I-int|RLTR41	0	12	4692	0.03	1.0	peak_in_te	1	n.s
MERV1_I-int|MERV1_LTR|MERV1_LTR	0	5	4692	0.01	1.0	peak_in_te	1	n.s
MERV1_I-int|MERV1_I-int|RLTR41|RLTR41	0	3	4692	0.01	1.0	peak_in_te	1	n.s
MERV1_I-int|MERV1_I-int|RLTR41A2	0	2	4692	0.01	1.0	peak_in_te	1	n.s
MERV1_I-int|MERV1_I-int|RLTR41	0	8	4692	0.04	1.0	peak_in_te	1	n.s
MERV1_I-int|MERV1_I-int|MERV1_LTR|MERV1_LTR|MERV1_LTR	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MERV1_I-int|MERV1_I-int|MERV1_LTR|MERV1_LTR	0	2	4692	0.01	1.0	peak_in_te	1	n.s
MERV1_I-int|MERV1_I-int|MERV1_I-int|RLTR41A2	0	2	4692	0.01	1.0	peak_in_te	1	n.s
MER89-int|MER89-int|MER89-int	0	3	4692	0.0	1.0	peak_in_te	1	n.s
MER89-int|MER89-int|MER89	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MER89-int|MER89-int	0	11	4692	0.01	1.0	peak_in_te	1	n.s
MER89-int|MER89	0	3	4692	0.0	1.0	peak_in_te	1	n.s
MER70A|MER70B|MER70A	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MER70A|MER70A|MER70A	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MER70A|MER70A|MER70-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MER70A|MER70A	0	13	4692	0.01	1.0	te_in_peak	1	n.s
MER70A|MER70-int	0	2	4692	0.0	1.0	peak_in_te	1	n.s
MER70-int|RMER19B|RMER19B	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MER70-int|MLT1A1	0	1	4692	0.0	1.0	te_in_peak	1	n.s
MER70-int|MER70B	0	2	4692	0.0	1.0	peak_in_te	1	n.s
MER70-int|MER70A	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MER70-int|MER70-int|MLT1A1	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MER70-int|MER70-int|MER70B	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MER70-int|MER70-int|MER70A	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MER70-int|MER70-int|MER70-int	0	2	4692	0.0	1.0	peak_in_te	1	n.s
MER70-int|MER70-int	0	7	4692	0.01	1.0	peak_in_te	1	n.s
MER70-int	0	22	4692	0.02	1.0	te_in_peak	1	n.s
MER68|MER68|MER68-int|MER68-int|MER68-int|MER68-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MER68|MER68|MER68	0	4	4692	0.0	1.0	peak_in_te	1	n.s
MER70B|MER70A	0	2	4692	0.0	1.0	te_in_peak	1	n.s
MER70B|MER70B	0	23	4692	0.02	1.0	te_in_peak	1	n.s
MER70B|MER70B|MER70B	0	2	4692	0.0	1.0	peak_in_te	1	n.s
MER77B|MER68-int	0	1	4692	0.0	1.0	te_in_peak	1	n.s
MER89-int	0	47	4692	0.04	1.0	te_in_peak	1	n.s
MER88	0	56	4692	0.05	1.0	te_in_peak	1	n.s
MER87	0	53	4692	0.05	1.0	te_in_peak	1	n.s
MER83B-int	0	9	4692	0.01	1.0	te_in_peak	1	n.s
MER83A-int	0	1	4692	0.0	1.0	te_in_peak	1	n.s
MER77B|MER77B|MER77B|MER77B	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MER77B|MER77B|MER77B	0	4	4692	0.0	1.0	peak_in_te	1	n.s
MER77B|LTR52-int|LTR52-int|LTR52-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MER72	0	9	4692	0.01	1.0	te_in_peak	1	n.s
MER76|MER76|MER76	0	2	4692	0.0	1.0	peak_in_te	1	n.s
MER76|MER76-int|MTE2b|MER76-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MER76|MER76	0	20	4692	0.02	1.0	peak_in_te	1	n.s
MER76-int|MER76-int	0	1	4692	0.0	1.0	te_in_peak	1	n.s
MER76-int|MER76	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MER76-int	0	11	4692	0.01	1.0	te_in_peak	1	n.s
MER74C|MER74C	0	5	4692	0.0	1.0	te_in_peak	1	n.s
MERV1_LTR|MERV1_I-int|MERV1_I-int|MERV1_I-int|MERV1_I-int|MERV1_LTR|MERV1_LTR	0	2	4692	0.01	1.0	peak_in_te	1	n.s
MERV1_LTR|MERV1_I-int|MERV1_I-int|MERV1_I-int|MERV1_I-int|MERV1_LTR|RLTR47_MM	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MERV1_LTR|MERV1_I-int|MERV1_I-int|MERV1_LTR	0	5	4692	0.04	1.0	peak_in_te	1	n.s
MERVL-int|MERVL-int|MERVL-int|MERVL-int|MT2C_Mm	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MERVL_2A-int|MERVL_2A-int|MERVL_2A-int|MERVL_2A-int|MERVL_2A-int|MT2A|MT2A	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MERVL_2A-int|MERVL_2A-int|MERVL_2A-int|MERVL_2A-int|MERVL_2A-int|MT2A	0	5	4692	0.02	1.0	peak_in_te	1	n.s
MERVL_2A-int|MERVL_2A-int|MERVL_2A-int|MERVL_2A-int|MERVL_2A-int|MERVL_2A-int|MT2A	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MERVL_2A-int|MERVL_2A-int|MERVL_2A-int|MERVL_2A-int|MERVL_2A-int|MERVL_2A-int|MERVL_2A-int|MT2A	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MERVL_2A-int|MERVL_2A-int|MERVL_2A-int|MERVL_2A-int|MERVL_2A-int|MERVL_2A-int|MERVL_2A-int|MERVL_2A-int|MERVL_2A-int	0	1	4692	0.01	1.0	peak_in_te	1	n.s
MERVL_2A-int|MERVL_2A-int|MERVL_2A-int|MERVL_2A-int|MERVL_2A-int|MERVL_2A-int|MERVL_2A-int	0	5	4692	0.03	1.0	peak_in_te	1	n.s
MERVL_2A-int|MERVL_2A-int|MERVL_2A-int|MERVL_2A-int|MERVL_2A-int|MERVL_2A-int	0	3	4692	0.02	1.0	peak_in_te	1	n.s
MERVL-int|MT2_Mm|MT2_Mm	0	2	4692	0.0	1.0	peak_in_te	1	n.s
MERVL-int|MT2_Mm|MERVL-int|MERVL-int|MT2_Mm|MERVL-int	0	1	4692	0.01	1.0	peak_in_te	1	n.s
MERVL-int|MT2_Mm|MERVL-int|MERVL-int|MT2_Mm	0	1	4692	0.01	1.0	peak_in_te	1	n.s
MERVL-int|MT2_Mm|MERVL-int|MERVL-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MERVL-int|MT2_Mm|MERVL-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MERVL-int|MT2C_Mm|MT2C_Mm	0	2	4692	0.0	1.0	peak_in_te	1	n.s
MERVL-int|MERVL-int|MT2_Mm|MERVL-int|MERVL-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MERVL-int|MERVL-int|MT2_Mm|MERVL-int	0	1	4692	0.01	1.0	peak_in_te	1	n.s
MERVL-int|MERVL-int|MT2C_Mm|MERVL-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MERVL-int|MERVL-int|MERVL-int|MT2_Mm	0	2	4692	0.01	1.0	peak_in_te	1	n.s
MERVL_2A-int|MERVL_2A-int|MERVL_2A-int|MERVL_2A-int|MT2A	0	8	4692	0.04	1.0	peak_in_te	1	n.s
MERVL_2A-int|MERVL_2A-int|MERVL_2A-int|MERVL_2A-int|MT2A|MT2A	0	4	4692	0.03	1.0	peak_in_te	1	n.s
MERVL_2A-int|MERVL_2A-int|MERVL_2A-int|MT2A|MT2A|MERVL_2A-int	0	2	4692	0.01	1.0	peak_in_te	1	n.s
MERVL_2A-int|MT2A|MT2A|MT2A	0	5	4692	0.01	1.0	peak_in_te	1	n.s
MLT1-int|MLT1-int|MLT1-int|MLT1-int	0	2	4692	0.0	1.0	peak_in_te	1	n.s
MLT1-int|MLT1-int|MLT1-int	0	7	4692	0.01	1.0	peak_in_te	1	n.s
MLT1-int|MLT1-int	0	19	4692	0.02	1.0	peak_in_te	1	n.s
MLT-int|MLT-int|MLT-int|MLT-int|MLT-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MLT-int|MLT-int|MLT-int|MLT-int	0	4	4692	0.01	1.0	peak_in_te	1	n.s
MLT-int|MLT-int|MLT-int	0	26	4692	0.05	1.0	peak_in_te	1	n.s
MIR	32	39000	4692	33.15	1.0	te_in_peak	1	n.s
MERVL_2A-int|MT2A|MERVL_2A-int|MT2A	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MERVL_2A-int|MERVL_2A-int|MERVL_2A-int|MT2A|MT2A|MT2A	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MERVL_2A-int|MT2A|MERVL_2A-int|MERVL_2A-int|MERVL_2A-int|MERVL_2A-int|MERVL_2A-int|MERVL_2A-int	0	1	4692	0.01	1.0	peak_in_te	1	n.s
MERVL_2A-int|MT2A|MERVL_2A-int|MERVL_2A-int	0	2	4692	0.0	1.0	peak_in_te	1	n.s
MERVL_2A-int|MT2A|MERVL_2A-int	0	2	4692	0.0	1.0	peak_in_te	1	n.s
MERVL_2A-int|MERVL_2A-int|MT2A|MT2A|MT2A|MT2A	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MERVL_2A-int|MERVL_2A-int|MT2A|MT2A|MT2A	0	4	4692	0.01	1.0	peak_in_te	1	n.s
MERVL_2A-int|MERVL_2A-int|MT2A|MERVL_2A-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
